,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
363,OPERATIONAL,"{'location': {'lat': 45.4108419, 'lng': 11.9061689}, 'viewport': {'northeast': {'lat': 45.4120626302915, 'lng': 11.9076299802915}, 'southwest': {'lat': 45.4093646697085, 'lng': 11.9049320197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sicilian Goodness - CC Giotto,{'open_now': False},"[{'height': 2465, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101361788886638914766"">Sicilian Goodness - CC Giotto</a>'], 'photo_reference': 'ATKogpc-xVm07M3RDvuhqc1P7H5LQTVH2hXam2V7iD91cnzUIKtsyAwofHZ6OcPKXehNtRDIunxA892pioZzWZ_sAbFxPItaYsyfzTqF_yStxp4khIOyi72TY3H2hTJeytuXeJdHOl67VMKFqNWzfriz3ZH7eSKnAJcgLzQZcVACQW3zxsF5yUluwMtl-Gh108YKOTLCP5kaQzOkzArUoh15Q_kGXuINix7uSmLEeMzyRn4_GZAwO3P8xprq41ROMfKPERkdmfaPpeAtMNIzGWu6_YYRe8nAY6lgqTlO_fvKn7IVHst3BjmPc97nxFZB-Z7ymAfns6K2VX0', 'width': 3691}]",ChIJxad6caXbfkcRgDtDSJNHxMw,"{'compound_code': 'CW64+8F Padua, Province of Padua, Italy', 'global_code': '8FQHCW64+8F'}",3.7,ChIJxad6caXbfkcRgDtDSJNHxMw,GOOGLE,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",116.0,"Via Venezia, 61, Padova",,
364,OPERATIONAL,"{'location': {'lat': 45.4098915, 'lng': 11.911034}, 'viewport': {'northeast': {'lat': 45.4112490802915, 'lng': 11.9124039802915}, 'southwest': {'lat': 45.40855111970851, 'lng': 11.9097060197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Wok Sushi,{'open_now': True},"[{'height': 1360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111266159865162873083"">Wok Sushi</a>'], 'photo_reference': 'ATKogpess-98J2qrya_mvmqBCT2SCmlUBAp2UJ4ETi5-HroihhsvAkfg7Yk3i0My3vYtDBq-d1Jq_znPQjupfUIJrtmTuzgxcFc2PmsK6YQmb5Jg3kIoTl7WYXaARnnFSoocPe2NLAGYd46lcPBa_IBGQFpvt2cqkWil4x52H4BOx6ZUh0eAUwS-W-pYaOPS8gL7AV3RumOrLa4vSUjllVr6CrhjVxBd_FbnHh3baqgZhRvGU9mKwqvapXDR-lsrhAM2p7CzltCD1eql98GXFdSfTlqBC_m0FJV7SmoTVW3guta71ycUZJ6unoM4GLdLfOnJuMtCGmQy7hE', 'width': 2048}]",ChIJSzIFeerafkcROxLbcD3dWZo,"{'compound_code': 'CW56+XC Padua, Province of Padua, Italy', 'global_code': '8FQHCW56+XC'}",3.8,ChIJSzIFeerafkcROxLbcD3dWZo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2755.0,"Via della Croce Rossa, 66, Padova",1.0,
365,OPERATIONAL,"{'location': {'lat': 45.40988389999999, 'lng': 11.9110399}, 'viewport': {'northeast': {'lat': 45.4113361802915, 'lng': 11.9123636302915}, 'southwest': {'lat': 45.4086382197085, 'lng': 11.9096656697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sapore di Mandarino,{'open_now': False},,ChIJ2UusoevbfkcR7arjxTNAn5g,"{'compound_code': 'CW56+XC Padua, Province of Padua, Italy', 'global_code': '8FQHCW56+XC'}",,ChIJ2UusoevbfkcR7arjxTNAn5g,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via della Croce Rossa, 66, Padova",,
366,OPERATIONAL,"{'location': {'lat': 45.4109794, 'lng': 11.905842}, 'viewport': {'northeast': {'lat': 45.41237783029149, 'lng': 11.9071744302915}, 'southwest': {'lat': 45.4096798697085, 'lng': 11.9044764697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Alice Pizza,,"[{'height': 1204, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102987512746301828344"">Cinzia Mazzucato</a>'], 'photo_reference': 'ATKogpdyWM2BK-WxSO1dweMSsODUz7hFN-3x8I7LrtedHDHzMM9SPI5xWXlsrf0Sy38TBuR4joVx6rJkuhLzDeMyFz57ByUrHUHuPlQY9okzT0JovubhRRZcYa56X1_jRTg3N5a4gXeYOx3G-dSdnp6Rhm3q-5B8lIWGBQFRgnPgFZUgB6lQ8ez1OFNAR9xBjueiTQFSlJ8oHSAtQAZBj-6mPa10YvL68qQs674Lt7d5j_jYsayk_rrjW9OY16QG9hMi5UMncP5WQlkvtSB2vl8CQik055EHwdIOkzz7OAj2tdKXmLak5q1pfg2dG27ehjqlfNmIf5EWlEG4O66pte74sj8icb0HGLH9iTr3e43ZVDnj7MOUzR81_OgRH31IHTUPyv5Zpg57ufVuc8oX5OeldCt042NFenEGh73TAqxWZ995LdMKzcsS2ucFZOrYjKOdvr73PWxlD4JAObXJNSwU3oStziTUQmnELKw0NjJDsb_9pKZ7VCg7xsDzbUPH4zBa4AqSsm9jAdVJ_jksHIMUDV7o-q8IDmbnnvuW_ldQOiQQ3htZrpHsDeOJJrj8zCi2xsLbQdbBpFUhmyUrX2JZYzg89GPCszFYax9nvfRXfUFZ09yLXMhwl8makgL8RyI2X2Zw7s2KsIGVSdCGandVlgkqjHI', 'width': 1600}]",ChIJbffCEwDbfkcRyqU2IKl2G8Y,"{'compound_code': 'CW64+98 Padua, Province of Padua, Italy', 'global_code': '8FQHCW64+98'}",4.6,ChIJbffCEwDbfkcRyqU2IKl2G8Y,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,"Via Venezia, 61, Padova",,
367,OPERATIONAL,"{'location': {'lat': 45.4119548, 'lng': 11.9117657}, 'viewport': {'northeast': {'lat': 45.4134088802915, 'lng': 11.9130213302915}, 'southwest': {'lat': 45.4107109197085, 'lng': 11.9103233697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gustoteca,{'open_now': False},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117323726660983615053"">Gustoteca</a>'], 'photo_reference': 'ATKogpd4qp_f8oZNrbzXRUDbqSvbG1zdrzBLZzBNWLLk4K2JYL5nQkGl3-o63wr9m3D0SBuUXaXPmfG-jHQLgRIlMtHDxYM0ngaEQVN_bwbwogsUr37I_2JEz1nELQiJ44cL3PH194XwCythJ79HPudUfh9iLmxgNXP6eE6BOXfezlyGWAk1vxcbSLBSXfBjR82lPjTu4Yu4TrHHMyBq8Hhp112PGkxJYaiYh0N-k9cZ7stgtDiq7Di-OmLr5BnyBpmyOOyZlyy9B7uyAgcspUbpTJYtQaNW54QUibl1jBOD18sf0UnrrjRwkFxpMxHMtZ7vB3wu_oiKY8c', 'width': 2560}]",ChIJqS4YJi3bfkcRcNXWtF3UmJ4,"{'compound_code': 'CW66+QP Padua, Province of Padua, Italy', 'global_code': '8FQHCW66+QP'}",4.4,ChIJqS4YJi3bfkcRcNXWtF3UmJ4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",575.0,"Via Venezia, 106, Padova",2.0,
368,OPERATIONAL,"{'location': {'lat': 45.4100303, 'lng': 11.9120259}, 'viewport': {'northeast': {'lat': 45.4114938302915, 'lng': 11.9134453302915}, 'southwest': {'lat': 45.40879586970851, 'lng': 11.9107473697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Brewrise Srl,,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103398732677516176964"">JoxeJ R</a>'], 'photo_reference': 'ATKogpci6LxecDlFF6pxTG-TkRMFZR8-PmdASTD9EOnKhhL-yyDe4bHIeaFMW3NOS3l1fp2KVXzZSjYu5glEf5NEIi6-Jv4fyWeEqXT7a5SWT2ALCCrlWhcDXn-xlV6Win31G0mh0bhd-JGPdquOO9HnSbfJ9wOxP_gRIeFPDcVSSnjng3YPe5qvxagQXnFqZFoe6D0wZzQzcVTKCqpQsSfNdoWyI9aXonc9G-R9BZqmsqY3l2uGps_3P8dgoB2GqigBvXjHYDRglOrvKklFL6EuleCD2kojRIfXnveLcjQxzwNT83gtVDzphXjZLSdOwTLtIP0lLfENaBxQ5u4bz4SZugBN7L_uExUC18ejefov2yrHTgzPplQm3GtOs_dphf1aWFZ4ab-5ASH1vIxh-bSKiws4YnKVNa_9YfPgwfN5NoPVzdwTNW0K4eiDGbIIi32dVnt1tS0cAc4RxLre2ldw_AO7sQZEx8GBzDDAIw8jilEkXI-pLZQoKompNb4Wd1Vb_K0R0V290gfIySl6iYEp81h5MgInv2PDg7Hf2tdfTXbblvmWMFdxENNmJ0VLQOohcNa5kmQf8fApcuJefnetj9oLIh1guyy3iRotjQfauYwC3vpQhilNaPNskFMnibx_uTueHQ', 'width': 1900}]",ChIJM3duEurafkcRK1ldiGV68V0,"{'compound_code': 'CW66+2R Padua, Province of Padua, Italy', 'global_code': '8FQHCW66+2R'}",,ChIJM3duEurafkcRK1ldiGV68V0,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Giovanni Savelli, 28, Padova",,
369,OPERATIONAL,"{'location': {'lat': 45.40939959999999, 'lng': 11.9130443}, 'viewport': {'northeast': {'lat': 45.41081638029149, 'lng': 11.9143817302915}, 'southwest': {'lat': 45.40811841970849, 'lng': 11.9116837697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Caffetteria Savelli,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107787522886238004804"">Stefano Rodighiero</a>'], 'photo_reference': 'ATKogpd-q9ZjmHpbmPKgqzLVJs5dcoaDnAbFB6c8LJxha-nRgTBiBSG6MslrRhLHJO5sbZLZo1P_gB0LoU9e8VYMwcABarkOsPxX4XA4OE6GiG5_l1i-qPqKD2l3nVmtfsCLEmSCd8a1jEuVqpnIA6EvhSOUin7kfkEZeHO2H4M8GOF1keGi2AdIKj9wbvoVFehE7DHhPcRtMcnbjxu7y1px-O21Es8NW7R0butKKEBnvNTTVWpx2G7CYOtM8qrK3LwDZF_AUuTTz_7pjWtKAYUpqjoMZOkJGqa_AiCGkGnSXPNhbT8qFfUBBChPhB1EyQbU_PLFvJFrj0hmkmaRFvXNKRAOvooypiZKqnQz8g-nwbE-lRs-lpmSvl0PVP06og4ICthrgKK0jjnOJ8a18ZLgbkf0Lwne920rOzF9hPoYeod7oMsYET3dYpve517Hbs8PbNdj0LW3CN5U0M2S5JCkpoR18UocijBXyKmf3KXa5aHcInSRseylzPO2OfOucIpiFCQYyaAJq70cIlHOzAVebGGXZ6xQoKVmLpYdlNBCDSOPCX_2_bs6S8vrHIJArdxEehI0G0TlYL04d66-zsm6T6klR1Hvo2rLM0OdRl3Mk3yt9V28hwa3HboYpjcmIzmuUkvSsTgW', 'width': 4000}]",ChIJV5S-C-rafkcRBet7nFrifuU,"{'compound_code': 'CW57+Q6 Padua, Province of Padua, Italy', 'global_code': '8FQHCW57+Q6'}",4.3,ChIJV5S-C-rafkcRBet7nFrifuU,GOOGLE,"['bar', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",180.0,"Via Giovanni Savelli, 80, Padova",2.0,
370,OPERATIONAL,"{'location': {'lat': 45.4093252, 'lng': 11.9045694}, 'viewport': {'northeast': {'lat': 45.4107023302915, 'lng': 11.9058964302915}, 'southwest': {'lat': 45.4080043697085, 'lng': 11.9031984697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,ALT Stazione del Gusto,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110643368597709837753"">Tomas Vecchia</a>'], 'photo_reference': 'ATKogpdI9PNC2TeVmAkXxO7hchy8kC-OUwqC7ay_0SjCCx55_UfPs3DPW3PDJOzZJ7Sbi-oPkVDt-9P3xwn5Dc9-vjxPd6GteI8KX_e7eoOCaEhB7cSGcRXutH5u31dqvSCrwXKUHB2ji4KGcjfrDGMuUcvSt9vabNEsUdwU5aFQ9O39ZvImq82j-NL1Rmpa1JxRdHaiS6HDFlKoNkz3fXBWWW3KX_PkxiIe3ginc_iGnb32d5kFlqowviAVeouBr8-uA3-Se9sdVhD5B7i2vVt_WnvuW7I6hm0GVuFcmuzKT4YM91nfWpjqdiAsLppbLCJKALPMAas_ptN2NweLUq_tegcZ1-ifBnQByZAmiNCe9Fnk0C3fcBU0iUshae-Lz_kdYcQeuMORYe9wethoa-cceDMdCvItJgZ_SYbEDV-0TsDn9JKF_ez5s5ibD8BEAiSzOgRTKXo3NaO35PDYb3ZV9SnHyOddl7NJAl8sFuFWiAZy6M29hAp1VVSHSolsn2YxEUMar3b8nmJhvQWw2OwqF658v-4Hbu8pFamZtuja4b4fkL9r5W5Z-IkEowmryWKiIqqVtxCUYe53Y_srSz2SQrF5lx95bV6QsGe1T2r0LVMRE2v9jflEy9meL1L57iCkw-DYzq8CZOJZ1MUytX8', 'width': 3024}]",ChIJkUkA2G3bfkcRQd_9nhNSKmM,"{'compound_code': 'CW53+PR Padua, Province of Padua, Italy', 'global_code': '8FQHCW53+PR'}",4.9,ChIJkUkA2G3bfkcRQd_9nhNSKmM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",61.0,"Via Venezia, 66, Padova",,
372,OPERATIONAL,"{'location': {'lat': 45.4105433, 'lng': 11.9145382}, 'viewport': {'northeast': {'lat': 45.41179648029151, 'lng': 11.9159102802915}, 'southwest': {'lat': 45.40909851970851, 'lng': 11.9132123197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bar La Piazzetta,{'open_now': False},"[{'height': 709, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106883758412637132213"">La Piazzetta</a>'], 'photo_reference': 'ATKogpd7E0sGXlAsITihQoOonUrjAhC9gz8gDzpdNwqruIGGAK8VzKwiT2j5Uyy7JwFOvrC3yGQOD7FvAfD6scAv8KYSLK-fZVTdxPw2aR6juIKGBU9Y8b6r7URFCvyw8bJz5ix5MOX6N37DxVAsQcvi8Zoa_r1V0dZnKEifO0aghlgYIvZyVs6t4BYiS48e4N5Q5nWhvfYZM8oy1-jHyJjU6K1dkpvz9AV7YqjGOyF8VJlHWXsCF8mnR2ZtVC0XxZOgoUdoW-o3CQqa2GdD3lMyeclgb7gVP-jb-eammXC4xVrfn6Ta-zFGTF2f9lrDv1p-AYbyQtwPPtc', 'width': 974}]",ChIJQ0JiyLnbfkcRHzc00R-svKE,"{'compound_code': 'CW67+6R Padua, Province of Padua, Italy', 'global_code': '8FQHCW67+6R'}",4.3,ChIJQ0JiyLnbfkcRHzc00R-svKE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",62.0,"Via San Crispino, 20, Padova",,
373,OPERATIONAL,"{'location': {'lat': 45.4106823, 'lng': 11.9146671}, 'viewport': {'northeast': {'lat': 45.4120886302915, 'lng': 11.9159775802915}, 'southwest': {'lat': 45.4093906697085, 'lng': 11.9132796197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Zenzero S.A.S. Di Berto Marco Sartori Marino & C.,{'open_now': False},,ChIJ44wcgUfbfkcR72GDP8wwZ7g,"{'compound_code': 'CW67+7V Padua, Province of Padua, Italy', 'global_code': '8FQHCW67+7V'}",,ChIJ44wcgUfbfkcR72GDP8wwZ7g,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via San Crispino, 14, Padova",,
374,OPERATIONAL,"{'location': {'lat': 45.4086453, 'lng': 11.9137789}, 'viewport': {'northeast': {'lat': 45.4099916802915, 'lng': 11.9150571302915}, 'southwest': {'lat': 45.40729371970851, 'lng': 11.9123591697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,HABIBI,{'open_now': False},"[{'height': 3048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107532733620325897021"">Valentina Braga</a>'], 'photo_reference': 'ATKogpe0dWZaW6H_IR_nSVEKZzv8gxNuO5uUiEh0Gqwukx-oChZY6gSQMasJc4gf__ma-b8UdoKbZql6-gXUrNyBD7kfoHS40YChNh-kcDt2qbE4SxHJcdNqeg79MkBaCJu9HZf6o4USfWiMuyTLya40xseWiRxap5T4EofmFIqoEB1m7RGmsn_ixRrCYXBomh_zkfTLQYYiQobnPphbgKSnDcfZb2OvBkmzc-dDg7qSFkEaFOS65VTRWkOjvSBACW5S9qRnXPwjHyzFX0WkABkJ53ZFPLMhWTOYH-P8ulNv_LGprIj_RiQA_QWRgii6YqG2SYm59VAOa5-CJGy-Cowxusmm4C8W8xNKWUIwxoD3iJYkCe41xZyRiKMGa-dxtFjlOdjeEa_A1oDDXf1rosay8ZvWP2-Im57iYujYFWG673435AlQvVJniL9fdpAFpSCHoOE6b1SC-ZEh0OolD3vZcFV8uAats_2jNKRujpbN6hXL5JeTgs88HZTkluPXF1CtljfjtfZPCikYGCXA7Ccu6T-Vzlpu7N0qvDECi0D_gcElGhYuX-BWLWg2aLvdwo5SEesq3r4cIUyR81FfJMgyoKdL5uToo8ssjJ3FSf9mk3v1r8ea8uEQb0Y7_pD2_0CXFUVbcbr-', 'width': 4064}]",ChIJwSXDV9_bfkcRxMEGg6_qBQg,"{'compound_code': 'CW57+FG Padua, Province of Padua, Italy', 'global_code': '8FQHCW57+FG'}",4.5,ChIJwSXDV9_bfkcRxMEGg6_qBQg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",347.0,"Via Giacinto Andrea Longhin, 81, Padova",,
376,OPERATIONAL,"{'location': {'lat': 45.4106906, 'lng': 11.9024381}, 'viewport': {'northeast': {'lat': 45.4120424302915, 'lng': 11.9037118302915}, 'southwest': {'lat': 45.4093444697085, 'lng': 11.9010138697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Bar La Cittadella,{'open_now': False},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112285960646773815187"">maurizio podda</a>'], 'photo_reference': 'ATKogpfW3t40rVLWh-mLztUAHSl6ziktHy7c7KHpvZhuiYYRUlE9ILUSs2OxRGQSK2iSzvEixE7GBM4LXfBdSIx64MFOKC5Hq-HpJO1Gahu64DlSTzwYMAyGc329NseO1ibaikYLeifbmpmjJ4ltXl-WYzRSTCTMmSpZo40T8Bt98fe15qMhkd-DFWNWPe_epLdcPKfTpppyJKd19_ZIk69OsgG59MXMoYS4XtsxgW-J6VTEbIBQY_MbfQDWuEgWIzrgzcsyaD5EdwSxKnLiPloQWxeLnarJ1j37OMQKcklLCXa23UybazYeygzynSxhzMbIeMXQ6MyowclVbJWHPVbokA6k7bHMpMJjSaGDPerhMxMLPKtMXiEsZxAm24VTSHJijBxFzaKikQ8SoMPP-Oedjoxt9zazXdPANjVOhHetaGMq2KMU1L7_hyKdXQ7xUETPMu_wz070kTsTeB_pEefFgVBHWxcTqUqpavNUcAQCnPHFlcDG9_NhD9ig8CCcVKxU7SUigY0TEnli5CZdOxvk0wAK-PZAe0zene-nIMqLesHDdVVumb73uo_-fFJRxpG-BIS1edFKMytoGsqMOnr9ZldKhgbiayALjbhSi51K2RYtK8Hc-unX2yXYdjEL-tzB3WgmTGoW', 'width': 960}]",ChIJ-18_3u3afkcRA_zk7zbJF3M,"{'compound_code': 'CW62+7X Padua, Province of Padua, Italy', 'global_code': '8FQHCW62+7X'}",4.2,ChIJ-18_3u3afkcRA_zk7zbJF3M,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",200.0,"Via Antonio Grassi, 18, Padova",1.0,
377,OPERATIONAL,"{'location': {'lat': 45.4076227, 'lng': 11.8507016}, 'viewport': {'northeast': {'lat': 45.4089742802915, 'lng': 11.8520318802915}, 'southwest': {'lat': 45.4062763197085, 'lng': 11.8493339197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Osteria BocaBona,{'open_now': False},"[{'height': 5760, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104743029897000837578"">Walter Bullio</a>'], 'photo_reference': 'ATKogpf6apcQrZJPxrfWQoRqOX0j1AKpTMBCVu5JNw1vUCTF2Hzki2ItWPZBOdRPFwQ1Uptx-S7MAGKsw_S1N7APG0pC6FLpgGXRvwbY76o9IpASFS7n1SsHDZNRtwW3Fu7pyuZ8dI2mpCEBeubAd9F1eyxDBHbUEe5s-nQlX3LTZcjbUoVRkStQH8Lm4WjkwA4C9KydmpeE8uz8G86RwU0cSuF8F-ID4uXX9SiznOGjXbF4v1cXVcfSr5IdN4MIBDQHDaLfvRt9bx6o62TcYxxkimdsdmzwi1CpNqfg0ZuS1kvVhKL-9MoAEdhujcT1uUvRxlDhnbGYOVIDULUlcztFzwqPY-ih86jIwatwRl1Sn-8fdLhSF0YGkYxbh_vQtWiOJkL4ehnEpOyyiq5P3ckNivc4G24QQe5Q5zGhGQ1mgFu0sLT6kUq97ehRNuEvXKld9YbBuzP470NJPJE_ueey4Pkx3X3GAs4J2eHOWaAOZICZI94Aqy3P2xSOwciZpZNT2OMLQQInBek00EOhqKxzEat11GA08tTjV1bxViWMJ0T2OVBxUwdtaZfyjOpGQTjfOYow91F4AAODz3QZjT4gfedV1d0_RLP8G9PRMiz32o2PIfww2gcECHx9PLOZTjk7-mcw08Wb', 'width': 4312}]",ChIJ286K2DHafkcRxR81Q66BBos,"{'compound_code': 'CV52+27 Padua, Province of Padua, Italy', 'global_code': '8FQHCV52+27'}",4.4,ChIJ286K2DHafkcRxR81Q66BBos,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",724.0,"Via Pelosa, 4, Padova",2.0,
379,OPERATIONAL,"{'location': {'lat': 45.4049364, 'lng': 11.8452365}, 'viewport': {'northeast': {'lat': 45.4061304302915, 'lng': 11.8465774302915}, 'southwest': {'lat': 45.4034324697085, 'lng': 11.8438794697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Wimbledon - Cocktail & Bistrot,{'open_now': True},"[{'height': 1669, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101988664245419674299"">Wimbledon - Cocktail &amp; Bistrot</a>'], 'photo_reference': 'ATKogpccR3uEj7LxLVvMzkrSJyT5faPvRzFQ7deiaypBvu3g8t76uEZQjZFEEAykifIRYtujLfI9OSgeMPJdal3XjoySbJYsmFXkyqM-vBy_ZyrjhMs3u3sad04-db6z85Ea9u2hYbNetuxTLCGfS4Bq0ayngShXdFUMLPOZauX5JQNJSupdjo9GkR-OxFZmdkiKaM98Y_jYO46REVI5UHrjhZ1nfJo-49WBJ-7BRV0fV22rZq5qQhtrN5oXCDNmzAai3MYKMcR5r4DWFF7b7bNFWCQPPYJbyw4LWbY1jG0CBCSqn2BHTytPgLj3jpGhPz8P3vW7xjURYo0', 'width': 2500}]",ChIJ3cLjHDrbfkcRKwzHiqMC-fA,"{'compound_code': 'CR3W+X3 Padua, Province of Padua, Italy', 'global_code': '8FQHCR3W+X3'}",4.7,ChIJ3cLjHDrbfkcRKwzHiqMC-fA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",67.0,"Via Pioveghetto, 9, Padova",,
380,OPERATIONAL,"{'location': {'lat': 45.40046160000001, 'lng': 11.8562221}, 'viewport': {'northeast': {'lat': 45.4018813802915, 'lng': 11.8575459802915}, 'southwest': {'lat': 45.39918341970851, 'lng': 11.8548480197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ristorante Dahlak,{'open_now': False},"[{'height': 5792, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113441043047505789262"">Chiara Pagnin</a>'], 'photo_reference': 'ATKogpdN8rZq_jztICYz2zhY3mSvRIs0jbmnRefq50mu8PcRjqcr3Xu7BRKLTi5GPXhdYfvwkt-YhxdJbK1yWUL1BJiIfVRTygELzmSiS-uG7EVMnyF8iDa5ocwynztz4OYT9JiVdNO94rQUscT3qdT9gzLkz7Cl43TC7O9Ne8UaqIr0j8KL-YdiW14I4xZ6S-EZXRvXfUeEP6AgOqP7NeRyQscX72yB94FwkHOwLau_ftu8WQ1tCoi55T22hfCdZMiqPhJeF3WiHkwMFrqSf999Z4OCrWZv3kQtIJF3AJYKDaMqpOfGcUm0BKPEc0WAyrH8eKZSovOSS-bnsCMslbnZksRAtHhfBIJGlzsjMiDhZze24EZm6B3H7KRiY7Q5BzUkwf-wI086Gdn5xLMYMcWOlrJrugJb31-WUZ60oOLYeAEzHF5amU4SmosBe9tIUQXIgmFbrxyFExOyPbqZU5tIByWtvieH9F62MP-iLJ8tjUizX_g7eSDx1CAUZEy7riK_z8oB6wMLg0isoSx4I5bCfs3zJA63KJ0BU8dCdCYknvIVb4VcQiYYboqrGtOX-67-2WKqRWnj6-Y7J61xeV4WfXo72Fdu3L9p1j3EHxb-juwi0ZC3iP16U7TOEAUhQ3yL90TEuQ', 'width': 4344}]",ChIJXfkbLcvbfkcRc2C7g29Hfig,"{'compound_code': 'CV24+5F Padua, Province of Padua, Italy', 'global_code': '8FQHCV24+5F'}",4.5,ChIJXfkbLcvbfkcRc2C7g29Hfig,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",567.0,"Via Sorio, 73, Padova",2.0,
